36, 0, 50, 0, 149, 0, 250, 0, 0, 0, 0, 98, 0, 49, 195, 0, 132, 153, 255, 218, 0, 16, 255, 108
36, 0, 50, 0, 150, 0, 250, 0, 0, 0, 0, 98, 0, 49, 133, 0, 132, 159, 255, 211, 0, 18, 255, 94
36, 0, 50, 0, 149, 0, 249, 0, 0, 0, 0, 98, 0, 48, 101, 0, 132, 163, 255, 220, 0, 8, 255, 71
36, 0, 49, 0, 149, 0, 250, 0, 0, 0, 0, 98, 0, 47, 115, 0, 132, 133, 255, 242, 0, 25, 255, 72
36, 0, 50, 0, 150, 0, 250, 0, 0, 0, 0, 98, 0, 47, 88, 0, 132, 126, 255, 232, 0, 24, 255, 7
36, 0, 50, 0, 150, 0, 250, 0, 46, 0, 0, 98, 0, 48, 243, 0, 132, 214, 0, 1, 255, 173, 254, 211
36, 0, 49, 0, 150, 0, 250, 0, 53, 0, 0, 98, 0, 49, 4, 0, 133, 14, 0, 20, 255, 243, 255, 12
36, 0, 49, 0, 150, 0, 250, 0, 0, 0, 0, 98, 0, 50, 69, 0, 133, 115, 255, 239, 0, 27, 254, 255
36, 0, 49, 0, 149, 0, 250, 0, 0, 0, 0, 98, 0, 50, 137, 0, 133, 115, 255, 238, 0, 27, 255, 64
36, 0, 49, 0, 150, 0, 250, 0, 0, 0, 0, 98, 0, 50, 138, 0, 133, 19, 255, 221, 0, 19, 255, 79
36, 0, 49, 0, 150, 0, 250, 0, 0, 0, 0, 98, 0, 50, 127, 0, 132, 254, 255, 218, 0, 18, 255, 92
36, 0, 49, 0, 150, 0, 249, 0, 0, 0, 0, 98, 0, 50, 74, 0, 133, 6, 255, 215, 0, 18, 255, 81
36, 0, 50, 0, 150, 0, 250, 0, 121, 0, 0, 98, 0, 49, 46, 0, 133, 37, 255, 232, 0, 14, 255, 59
36, 0, 50, 0, 149, 0, 250, 0, 187, 0, 0, 98, 0, 48, 229, 0, 133, 23, 255, 234, 0, 25, 255, 58
36, 0, 50, 0, 149, 0, 249, 1, 60, 0, 0, 98, 0, 48, 31, 0, 133, 4, 255, 237, 0, 32, 255, 66
36, 0, 50, 0, 149, 0, 250, 1, 142, 0, 0, 98, 0, 48, 252, 0, 132, 240, 255, 218, 255, 139, 254, 138
36, 0, 50, 0, 150, 0, 250, 1, 76, 0, 0, 98, 0, 48, 245, 0, 133, 60, 255, 236, 0, 21, 254, 253
36, 0, 49, 0, 149, 0, 250, 0, 244, 0, 0, 98, 0, 49, 121, 0, 133, 113, 255, 218, 255, 221, 254, 177
36, 0, 50, 0, 150, 0, 250, 0, 191, 0, 0, 98, 0, 49, 223, 0, 133, 164, 255, 232, 0, 4, 254, 195
36, 0, 50, 0, 149, 0, 250, 0, 0, 0, 0, 98, 0, 51, 92, 0, 133, 186, 255, 247, 0, 30, 255, 79
36, 0, 50, 0, 150, 0, 249, 0, 0, 0, 0, 98, 0, 51, 139, 0, 133, 153, 255, 229, 0, 18, 255, 95
